"Rider","Pos","Country","Team","Stage","Start_Location","End_Location","Stage_Type","Stage_Distance","Time_total","Velocity_kmh","Velocity_mph","Classification"
"Enric Mas Nicolau",22,"Spain","MOVISTAR TEAM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.14555555555556,37.2165838911682,23.1302572350331,"Young"
"Tom Dumoulin",23,"Netherlands","TEAM JUMBO - VISMA","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.15055555555556,37.1804551828282,23.1078030968478,"Senior"
"Richard CARAPAZ",24,"Ecuador","INEOS GRENADIERS","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.15583333333333,37.1423953450784,23.0841487539331,"Senior"
"Sepp KUSS",25,"United States","TEAM JUMBO - VISMA","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.15583333333333,37.1423953450784,23.0841487539331,"Senior"
"Romain Sicard",26,"France","TOTAL DIRECT ENERGIE","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.16,37.1124031007752,23.0655084529367,"Senior"
"Romain Bardet",27,"France","AG2R LA MONDIALE","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.17277777777778,37.0207281709806,23.0085321137232,"Senior"
"Alejandro Valverde",28,"Spain","MOVISTAR TEAM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.17527777777778,37.0028447211637,22.9974174774168,"Senior"
"Guillaume Martin",29,"France","COFIDIS","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.17722222222222,36.9889473119433,22.988780181444,"Senior"
"Warren Barguil",30,"France","TEAM ARKEA - SAMSIC","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.18666666666667,36.9215938303342,22.9469197205309,"Senior"
"Damiano Caruso",31,"Italy","BAHRAIN - MCLAREN","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.18666666666667,36.9215938303342,22.9469197205309,"Senior"
"Pello Bilbao Lopez De Armentia",32,"Spain","BAHRAIN - MCLAREN","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.20027777777778,36.8249559318412,22.886858876222,"Senior"
"Gorka Izaguirre Insausti",33,"Spain","ASTANA PRO TEAM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.20027777777778,36.8249559318412,22.886858876222,"Senior"
"Julian Alaphilippe",34,"France","DECEUNINCK - QUICK - STEP","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.20361111111111,36.8013665723589,22.872197994008,"Senior"
"Pavel SIVAKOV",35,"Russia","INEOS GRENADIERS","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.20361111111111,36.8013665723589,22.872197994008,"Young"
"Remi CAVAGNA",36,"France","DECEUNINCK - QUICK - STEP","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.21277777777778,36.7366513908132,22.8319772472425,"Young"
"Alexis Vuillermoz",37,"France","AG2R LA MONDIALE","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.24111111111111,36.5380538477846,22.7085480719606,"Senior"
"Thibaut Pinot",38,"France","GROUPAMA - FDJ","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.26972222222222,36.3396763481103,22.5852556545123,"Senior"
"Kenny ELISSONDE",39,"France","TREK - SEGAFREDO","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.26972222222222,36.3396763481103,22.5852556545123,"Senior"
"Niklas EG",40,"Denmark","TREK - SEGAFREDO","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.26972222222222,36.3396763481103,22.5852556545123,"Young"
"Jan Polanc",41,"Slovenia","UAE TEAM EMIRATES","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.3,36.1320754716981,22.456230871161,"Senior"
"Oliver Naesen",42,"Belgium","AG2R LA MONDIALE","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.31055555555556,36.0602573490951,22.4115956178341,"Senior"
"Rudy Molard",43,"France","GROUPAMA - FDJ","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.33638888888889,35.8856904898235,22.3031016095858,"Senior"
"Roman Kreuziger",44,"Czech Republic","NTT PRO CYCLING TEAM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.33638888888889,35.8856904898235,22.3031016095858,"Senior"
"Sebastien Reichenbach",45,"Switzerland","GROUPAMA - FDJ","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.33638888888889,35.8856904898235,22.3031016095858,"Senior"
"Mikael Cherel",46,"France","AG2R LA MONDIALE","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.33638888888889,35.8856904898235,22.3031016095858,"Senior"
"Bob Jungels",47,"Luxembourg","DECEUNINCK - QUICK - STEP","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.33638888888889,35.8856904898235,22.3031016095858,"Senior"
"Luis Leon Sanchez",48,"Spain","ASTANA PRO TEAM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.33638888888889,35.8856904898235,22.3031016095858,"Senior"
"Carlos Verona Quintanilla",49,"Spain","MOVISTAR TEAM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.33638888888889,35.8856904898235,22.3031016095858,"Senior"
"Jonathan Castroviejo Nicolas",50,"Spain","INEOS GRENADIERS","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.34583333333333,35.8222915042868,22.263698883957,"Senior"
"Sergio Andres HIGUITA GARCIA",51,"Colombia","EF PRO CYCLING","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.34694444444444,35.8148475245467,22.2590724204765,"Young"
"Dylan Van Baarle",52,"Netherlands","INEOS GRENADIERS","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.36444444444444,35.6980115990058,22.1864584207618,"Senior"
"Michal Kwiatkowski",53,"Poland","INEOS GRENADIERS","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.36444444444444,35.6980115990058,22.1864584207618,"Senior"
"Thomas De Gendt",54,"Belgium","LOTTO SOUDAL","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.36444444444444,35.6980115990058,22.1864584207618,"Senior"
"Winner ANACONA",55,"Colombia","TEAM ARKEA - SAMSIC","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.39083333333333,35.5232648013603,22.0778525800872,"Senior"
"Jesus Herrada",56,"Spain","COFIDIS","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.39083333333333,35.5232648013603,22.0778525800872,"Senior"
"Nelson Oliveira",57,"Portugal","MOVISTAR TEAM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.39083333333333,35.5232648013603,22.0778525800872,"Senior"
"Wouter Poels",58,"Netherlands","BAHRAIN - MCLAREN","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.41611111111111,35.3574725612883,21.9748120331189,"Senior"
"Wout Van Aert",59,"Belgium","TEAM JUMBO - VISMA","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.41611111111111,35.3574725612883,21.9748120331189,"Senior"
"Jasper Stuyven",60,"Belgium","TREK - SEGAFREDO","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.41611111111111,35.3574725612883,21.9748120331189,"Senior"
"Robert Gesink",61,"Netherlands","TEAM JUMBO - VISMA","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.41611111111111,35.3574725612883,21.9748120331189,"Senior"
"Michael Schar",62,"Switzerland","CCC TEAM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.41611111111111,35.3574725612883,21.9748120331189,"Senior"
"Ben HERMANS",63,"Belgium","ISRAEL START-UP NATION","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.41611111111111,35.3574725612883,21.9748120331189,"Senior"
"Nans PETERS",64,"France","AG2R LA MONDIALE","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.41611111111111,35.3574725612883,21.9748120331189,"Senior"
"Alexey Lutsenko",65,"Kazakhstan","ASTANA PRO TEAM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.41611111111111,35.3574725612883,21.9748120331189,"Senior"
"Dayer QUINTANA",66,"Colombia","TEAM ARKEA - SAMSIC","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.41611111111111,35.3574725612883,21.9748120331189,"Senior"
"Hugo Houle",67,"Canada","ASTANA PRO TEAM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.41611111111111,35.3574725612883,21.9748120331189,"Senior"
"Mikel Nieve Iturralde",68,"Spain","MITCHELTON - SCOTT","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.41611111111111,35.3574725612883,21.9748120331189,"Senior"
"Matej Mohoric",69,"Slovenia","BAHRAIN - MCLAREN","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.41611111111111,35.3574725612883,21.9748120331189,"Senior"
"Alberto Bettiol",70,"Italy","EF PRO CYCLING","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.41611111111111,35.3574725612883,21.9748120331189,"Senior"
"Greg Van Avermaet",71,"Belgium","CCC TEAM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.41611111111111,35.3574725612883,21.9748120331189,"Senior"
"Harold TEJADA CANACUE",72,"Colombia","ASTANA PRO TEAM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.41611111111111,35.3574725612883,21.9748120331189,"Young"
"George Bennett",73,"New Zealand","TEAM JUMBO - VISMA","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.42944444444444,35.2706436099458,21.92084748909,"Senior"
"Jack Bauer",74,"New Zealand","MITCHELTON - SCOTT","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.42944444444444,35.2706436099458,21.92084748909,"Senior"
"Vegard Stake Laengen",75,"Norway","UAE TEAM EMIRATES","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.43527777777778,35.2327899013645,21.8973212562862,"Senior"
"Emanuel Buchmann",76,"Germany","BORA - HANSGROHE","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.43916666666667,35.2075992033093,21.8816651356801,"Senior"
"Stefan Kung",77,"Switzerland","GROUPAMA - FDJ","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.43916666666667,35.2075992033093,21.8816651356801,"Senior"
"Nils Politt",78,"Germany","ISRAEL START-UP NATION","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.44444444444444,35.1734693877551,21.8604533174364,"Senior"
"Cyril BARTHE",79,"France","B&B HOTELS - VITAL CONCEPT P / B KTM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.47222222222222,34.994923857868,21.7494865493275,"Young"
"Quentin PACHER",80,"France","B&B HOTELS - VITAL CONCEPT P / B KTM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.47222222222222,34.994923857868,21.7494865493275,"Senior"
"Cyril Gautier",81,"France","B&B HOTELS - VITAL CONCEPT P / B KTM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.47222222222222,34.994923857868,21.7494865493275,"Senior"
"Jens Keukeleire",82,"Belgium","EF PRO CYCLING","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.48111111111111,34.9381714980742,21.7142147284488,"Senior"
"Tejay Van Garderen",83,"United States","EF PRO CYCLING","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.48111111111111,34.9381714980742,21.7142147284488,"Senior"
"Guy NIV",84,"Israel","ISRAEL START-UP NATION","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.48111111111111,34.9381714980742,21.7142147284488,"Senior"
"Tiesj Benoot",85,"Belgium","TEAM SUNWEB","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.48611111111111,34.9063291139241,21.6944245580634,"Senior"
"Benoit Cosnefroy",86,"France","AG2R LA MONDIALE","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.4875,34.8974943052392,21.6889336887751,"Young"
"Luke Rowe",87,"England","INEOS GRENADIERS","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.49916666666667,34.8234580997121,21.6429198879503,"Senior"
"Christopher Juul Jensen",88,"Denmark","MITCHELTON - SCOTT","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.49916666666667,34.8234580997121,21.6429198879503,"Senior"
"Jose Rojas",89,"Spain","MOVISTAR TEAM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.49916666666667,34.8234580997121,21.6429198879503,"Senior"
"Daryl Impey",90,"South Africa","MITCHELTON - SCOTT","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.49916666666667,34.8234580997121,21.6429198879503,"Senior"
"Connor SWIFT",91,"England","TEAM ARKEA - SAMSIC","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.49916666666667,34.8234580997121,21.6429198879503,"Young"
"Imanol Erviti",92,"Spain","MOVISTAR TEAM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.49916666666667,34.8234580997121,21.6429198879503,"Senior"
"Andrey Amador",93,"Costa Rica","INEOS GRENADIERS","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.49916666666667,34.8234580997121,21.6429198879503,"Senior"
"Fabien Grellier",94,"France","TOTAL DIRECT ENERGIE","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.49916666666667,34.8234580997121,21.6429198879503,"Senior"
"Nicolas Roche",95,"Ireland","TEAM SUNWEB","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.49916666666667,34.8234580997121,21.6429198879503,"Senior"
"Geoffrey Soupe",96,"France","TOTAL DIRECT ENERGIE","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.49916666666667,34.8234580997121,21.6429198879503,"Senior"
"Tony Martin",97,"Germany","TEAM JUMBO - VISMA","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.49916666666667,34.8234580997121,21.6429198879503,"Senior"
"Kevin Ledanois",98,"France","TEAM ARKEA - SAMSIC","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.49916666666667,34.8234580997121,21.6429198879503,"Senior"
"Pierre luc Perichon",99,"France","COFIDIS","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.505,34.7865576748411,21.6199861248235,"Senior"
"Toms Skujins",100,"Latvia","TREK - SEGAFREDO","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.505,34.7865576748411,21.6199861248235,"Senior"
"Kasper Asgreen",101,"Denmark","DECEUNINCK - QUICK - STEP","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.51638888888889,34.7147389093106,21.5753504719146,"Young"
"Soren Kragh Andersen",102,"Denmark","TEAM SUNWEB","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.51638888888889,34.7147389093106,21.5753504719146,"Senior"
"Marco Marcato",103,"Italy","UAE TEAM EMIRATES","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.52777777777778,34.643216080402,21.5308987448117,"Senior"
"Alessandro De Marchi",104,"Italy","CCC TEAM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.52777777777778,34.643216080402,21.5308987448117,"Senior"
"Andre Greipel",105,"Germany","ISRAEL START-UP NATION","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.53,34.629294755877,21.5222465853804,"Senior"
"Matthieu Ladagnous",106,"France","GROUPAMA - FDJ","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.53,34.629294755877,21.5222465853804,"Senior"
"Michael Gogl",107,"Austria","NTT PRO CYCLING TEAM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.53,34.629294755877,21.5222465853804,"Senior"
"Ryan GIBBONS",108,"South Africa","NTT PRO CYCLING TEAM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.53,34.629294755877,21.5222465853804,"Senior"
"Jonas Koch",109,"Germany","CCC TEAM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.53,34.629294755877,21.5222465853804,"Senior"
"Sonny Colbrelli",110,"Italy","BAHRAIN - MCLAREN","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.53,34.629294755877,21.5222465853804,"Senior"
"Elia Viviani",111,"Italy","COFIDIS","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.53,34.629294755877,21.5222465853804,"Senior"
"Jerome Cousin",112,"France","TOTAL DIRECT ENERGIE","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.53,34.629294755877,21.5222465853804,"Senior"
"Dario Cataldo",113,"Italy","MOVISTAR TEAM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.53,34.629294755877,21.5222465853804,"Senior"
"Tom VAN ASBROECK",114,"Belgium","ISRAEL START-UP NATION","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.53,34.629294755877,21.5222465853804,"Senior"
"Omar Fraile Matarranz",115,"Spain","ASTANA PRO TEAM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.53,34.629294755877,21.5222465853804,"Senior"
"Jens Debusschere",116,"Belgium","B&B HOTELS - VITAL CONCEPT P / B KTM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.53,34.629294755877,21.5222465853804,"Senior"
"Clement Russo",117,"France","TEAM ARKEA - SAMSIC","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.53,34.629294755877,21.5222465853804,"Young"
"Pierre Latour",118,"France","AG2R LA MONDIALE","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.53,34.629294755877,21.5222465853804,"Senior"
"Clement VENTURINI",119,"France","AG2R LA MONDIALE","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.53,34.629294755877,21.5222465853804,"Senior"
"David Gaudu",120,"France","GROUPAMA - FDJ","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.53,34.629294755877,21.5222465853804,"Young"
"Krists NEILANDS",121,"Latvia","ISRAEL START-UP NATION","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.53,34.629294755877,21.5222465853804,"Senior"
"Joris NIEUWENHUIS",122,"Netherlands","TEAM SUNWEB","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.53,34.629294755877,21.5222465853804,"Young"
"Michael HUNDAHL",123,"Denmark","NTT PRO CYCLING TEAM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.53,34.629294755877,21.5222465853804,"Senior"
"Edvald Hagen",124,"Norway","NTT PRO CYCLING TEAM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.53,34.629294755877,21.5222465853804,"Senior"
"Esteban CHAVES RUBIO",125,"Colombia","MITCHELTON - SCOTT","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.53,34.629294755877,21.5222465853804,"Senior"
"Nikias Arndt",126,"Germany","TEAM SUNWEB","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.53,34.629294755877,21.5222465853804,"Senior"
"Jan HIRT",127,"Czech Republic","CCC TEAM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.53,34.629294755877,21.5222465853804,"Senior"
"Amund Grondahl Jansen",128,"Norway","TEAM JUMBO - VISMA","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.53,34.629294755877,21.5222465853804,"Senior"
"Luka Mezgec",129,"Slovenia","MITCHELTON - SCOTT","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.53,34.629294755877,21.5222465853804,"Senior"
"Mathieu BURGAUDEAU",130,"France","TOTAL DIRECT ENERGIE","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.53444444444444,34.6014856454527,21.5049631109091,"Young"
"Maxime CHEVALIER",131,"France","B&B HOTELS - VITAL CONCEPT P / B KTM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.53444444444444,34.6014856454527,21.5049631109091,"Young"
"Mads PEDERSEN",132,"Denmark","TREK - SEGAFREDO","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.53444444444444,34.6014856454527,21.5049631109091,"Young"
"Edward Theuns",133,"Belgium","TREK - SEGAFREDO","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.53444444444444,34.6014856454527,21.5049631109091,"Senior"
"Casper Phillip PEDERSEN",134,"Denmark","TEAM SUNWEB","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.53611111111111,34.5910687405921,21.4984889624562,"Young"
"Maximilian WALSCHEID",135,"Germany","NTT PRO CYCLING TEAM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.53611111111111,34.5910687405921,21.4984889624562,"Senior"
"Anthony Turgis",136,"France","TOTAL DIRECT ENERGIE","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.5375,34.5823927765237,21.4930968157388,"Senior"
"Felix GROSSSCHARTNER",137,"Austria","BORA - HANSGROHE","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.53916666666667,34.57198736272,21.4866298090243,"Senior"
"Hugo HOFSTETTER",138,"France","ISRAEL START-UP NATION","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.54638888888889,34.5269694996745,21.4586510252793,"Senior"
"Kevin Reza",139,"France","B&B HOTELS - VITAL CONCEPT P / B KTM","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.54722222222222,34.521782674011,21.4554273921759,"Senior"
"Marc HIRSCHI",140,"Switzerland","TEAM SUNWEB","Stage 13","Chatel-Guyon","Puy Mary Cantal","MOUNTAIN",191.5,5.54722222222222,34.521782674011,21.4554273921759,"Young"
