"Rider","Pos","Country","Team","Stage","Start_Location","End_Location","Stage_Type","Stage_Distance","Time_total","Velocity_kmh","Velocity_mph","Classification"
"Cyril BARTHE",50,"France","B&B HOTELS - VITAL CONCEPT P / B KTM","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Young"
"Alexis Vuillermoz",51,"France","AG2R LA MONDIALE","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Pierre Rolland",52,"France","B&B HOTELS - VITAL CONCEPT P / B KTM","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Kenny ELISSONDE",53,"France","TREK - SEGAFREDO","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Maxime CHEVALIER",54,"France","B&B HOTELS - VITAL CONCEPT P / B KTM","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Young"
"Sepp KUSS",55,"United States","TEAM JUMBO - VISMA","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Adam Yates",56,"England","MITCHELTON - SCOTT","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Hugo Houle",57,"Canada","ASTANA PRO TEAM","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Roman Kreuziger",58,"Czech Republic","NTT PRO CYCLING TEAM","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Rudy Molard",59,"France","GROUPAMA - FDJ","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Thibaut Pinot",60,"France","GROUPAMA - FDJ","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Imanol Erviti",61,"Spain","MOVISTAR TEAM","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Clement Russo",62,"France","TEAM ARKEA - SAMSIC","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Young"
"Matej Mohoric",63,"Slovenia","BAHRAIN - MCLAREN","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Sebastien Reichenbach",64,"Switzerland","GROUPAMA - FDJ","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Guy NIV",65,"Israel","ISRAEL START-UP NATION","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Jan Polanc",66,"Slovenia","UAE TEAM EMIRATES","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Michael Schar",67,"Switzerland","CCC TEAM","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Pavel SIVAKOV",68,"Russia","INEOS GRENADIERS","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Young"
"Valentin MADOUAS",69,"France","GROUPAMA - FDJ","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Young"
"Felix GROSSSCHARTNER",70,"Austria","BORA - HANSGROHE","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Guillaume Martin",71,"France","COFIDIS","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Alejandro Valverde",72,"Spain","MOVISTAR TEAM","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Nairo Quintana",73,"Colombia","TEAM ARKEA - SAMSIC","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Alexey Lutsenko",74,"Kazakhstan","ASTANA PRO TEAM","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Connor SWIFT",75,"England","TEAM ARKEA - SAMSIC","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Young"
"Harold TEJADA CANACUE",76,"Colombia","ASTANA PRO TEAM","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Young"
"Clement VENTURINI",77,"France","AG2R LA MONDIALE","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Neilson POWLESS",78,"United States","EF PRO CYCLING","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Young"
"Omar Fraile Matarranz",79,"Spain","ASTANA PRO TEAM","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Enric Mas Nicolau",80,"Spain","MOVISTAR TEAM","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Young"
"Esteban CHAVES RUBIO",81,"Colombia","MITCHELTON - SCOTT","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Matthieu Ladagnous",82,"France","GROUPAMA - FDJ","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Warren Barguil",83,"France","TEAM ARKEA - SAMSIC","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Nicolas Edet",84,"France","COFIDIS","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Mikael Cherel",85,"France","AG2R LA MONDIALE","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Christophe Laporte",86,"France","COFIDIS","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Carlos Verona Quintanilla",87,"Spain","MOVISTAR TEAM","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Mikel Landa Meana",88,"Spain","BAHRAIN - MCLAREN","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Alberto Bettiol",89,"Italy","EF PRO CYCLING","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Rigoberto Uran",90,"Colombia","EF PRO CYCLING","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Pierre luc Perichon",91,"France","COFIDIS","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Jens Keukeleire",92,"Belgium","EF PRO CYCLING","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"David de la Cruz Melgarejo",93,"Spain","UAE TEAM EMIRATES","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Alexander Kristoff",94,"Norway","UAE TEAM EMIRATES","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Wouter Poels",95,"Netherlands","BAHRAIN - MCLAREN","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Pello Bilbao Lopez De Armentia",96,"Spain","BAHRAIN - MCLAREN","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Michael HUNDAHL",97,"Denmark","NTT PRO CYCLING TEAM","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Mathieu BURGAUDEAU",98,"France","TOTAL DIRECT ENERGIE","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Young"
"Dario Cataldo",99,"Italy","MOVISTAR TEAM","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Gorka Izaguirre Insausti",100,"Spain","ASTANA PRO TEAM","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Marc Soler",101,"Spain","MOVISTAR TEAM","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Kevin Ledanois",102,"France","TEAM ARKEA - SAMSIC","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Nans PETERS",103,"France","AG2R LA MONDIALE","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Alessandro De Marchi",104,"Italy","CCC TEAM","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Jesus Herrada",105,"Spain","COFIDIS","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Dayer QUINTANA",106,"Colombia","TEAM ARKEA - SAMSIC","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Romain Sicard",107,"France","TOTAL DIRECT ENERGIE","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Winner ANACONA",108,"Colombia","TEAM ARKEA - SAMSIC","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Richard CARAPAZ",109,"Ecuador","INEOS GRENADIERS","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Andrey Amador",110,"Costa Rica","INEOS GRENADIERS","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Jasper De Buyst",111,"Belgium","LOTTO SOUDAL","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Bob Jungels",112,"Luxembourg","DECEUNINCK - QUICK - STEP","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Thomas De Gendt",113,"Belgium","LOTTO SOUDAL","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Ben HERMANS",114,"Belgium","ISRAEL START-UP NATION","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Cyril Gautier",115,"France","B&B HOTELS - VITAL CONCEPT P / B KTM","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Michal Kwiatkowski",116,"Poland","INEOS GRENADIERS","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Daniel Martin",117,"Ireland","ISRAEL START-UP NATION","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Emanuel Buchmann",118,"Germany","BORA - HANSGROHE","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Jan HIRT",119,"Czech Republic","CCC TEAM","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Hugh John CARTHY",120,"England","EF PRO CYCLING","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Daniel Felipe Martinez Poveda",121,"Colombia","EF PRO CYCLING","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Young"
"Marc HIRSCHI",122,"Switzerland","TEAM SUNWEB","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Young"
"Nicolas Roche",123,"Ireland","TEAM SUNWEB","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Tejay Van Garderen",124,"United States","EF PRO CYCLING","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Tiesj Benoot",125,"Belgium","TEAM SUNWEB","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Joris NIEUWENHUIS",126,"Netherlands","TEAM SUNWEB","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Young"
"Niccolo Bonifazio",127,"Italy","TOTAL DIRECT ENERGIE","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Casper Phillip PEDERSEN",128,"Denmark","TEAM SUNWEB","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Young"
"Daniel Oss",129,"Italy","BORA - HANSGROHE","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Maximilian Schachmann",130,"Germany","BORA - HANSGROHE","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Cees Bol",131,"Netherlands","TEAM SUNWEB","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Young"
"Michael Morkov",132,"Denmark","DECEUNINCK - QUICK - STEP","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Dylan Van Baarle",133,"Netherlands","INEOS GRENADIERS","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Lennard Kamna",134,"Germany","BORA - HANSGROHE","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Young"
"Jonas Koch",135,"Germany","CCC TEAM","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Simon Geschke",136,"Germany","CCC TEAM","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Fabien Grellier",137,"France","TOTAL DIRECT ENERGIE","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Simone CONSONNI",138,"Italy","COFIDIS","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Marco Marcato",139,"Italy","UAE TEAM EMIRATES","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Kevin Reza",140,"France","B&B HOTELS - VITAL CONCEPT P / B KTM","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Benoit Cosnefroy",141,"France","AG2R LA MONDIALE","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Young"
"Julian Alaphilippe",142,"France","DECEUNINCK - QUICK - STEP","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Senior"
"Remi CAVAGNA",143,"France","DECEUNINCK - QUICK - STEP","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.73638888888889,44.5617426213664,27.6953030586491,"Young"
"Caleb Ewan",144,"Australia","LOTTO SOUDAL","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.74722222222222,44.4329132690882,27.6152350957664,"Senior"
"Frederik FRISON",145,"Belgium","LOTTO SOUDAL","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.75388888888889,44.3540032558828,27.5661922037805,"Senior"
"Roger Kluge",146,"Germany","LOTTO SOUDAL","Stage 19","Bourg-en-Bresse","Champagnole","FLAT",166.5,3.77555555555556,44.0994702766333,27.4079989289206,"Senior"
"Julian Alaphilippe",1,"France","DECEUNINCK - QUICK - STEP","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92416666666667,37.7728888136741,23.4760029917179,"Senior"
"Marc HIRSCHI",2,"Switzerland","TEAM SUNWEB","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92416666666667,37.7728888136741,23.4760029917179,"Young"
"Adam Yates",3,"England","MITCHELTON - SCOTT","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92444444444444,37.7707581227437,23.4746787586971,"Senior"
"Greg Van Avermaet",4,"Belgium","CCC TEAM","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Senior"
"Sergio Andres HIGUITA GARCIA",5,"Colombia","EF PRO CYCLING","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Young"
"Bauke Mollema",6,"Netherlands","TREK - SEGAFREDO","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Senior"
"Alexey Lutsenko",7,"Kazakhstan","ASTANA PRO TEAM","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Senior"
"Tadej POGACAR",8,"Slovenia","UAE TEAM EMIRATES","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Young"
"Maximilian Schachmann",9,"Germany","BORA - HANSGROHE","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Senior"
"Alberto Bettiol",10,"Italy","EF PRO CYCLING","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Senior"
"Guillaume Martin",11,"France","COFIDIS","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Senior"
"Esteban CHAVES RUBIO",12,"Colombia","MITCHELTON - SCOTT","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Senior"
"Damiano Caruso",13,"Italy","BAHRAIN - MCLAREN","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Senior"
"Alejandro Valverde",14,"Spain","MOVISTAR TEAM","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Senior"
"Pierre Latour",15,"France","AG2R LA MONDIALE","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Senior"
"Miguel Angel LOPEZ MORENO",16,"Colombia","ASTANA PRO TEAM","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Senior"
"Egan Bernal Gomez",17,"Colombia","INEOS GRENADIERS","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Young"
"Nairo Quintana",18,"Colombia","TEAM ARKEA - SAMSIC","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Senior"
"Jesus Herrada",19,"Spain","COFIDIS","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Senior"
"Richard CARAPAZ",20,"Ecuador","INEOS GRENADIERS","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Senior"
"Pierre Rolland",21,"France","B&B HOTELS - VITAL CONCEPT P / B KTM","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Senior"
"Tom Dumoulin",22,"Netherlands","TEAM JUMBO - VISMA","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Senior"
"Kenny ELISSONDE",23,"France","TREK - SEGAFREDO","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Senior"
"Nicolas Roche",24,"Ireland","TEAM SUNWEB","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Senior"
"Enric Mas Nicolau",25,"Spain","MOVISTAR TEAM","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Young"
"Emanuel Buchmann",26,"Germany","BORA - HANSGROHE","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Senior"
"Mikel Landa Meana",27,"Spain","BAHRAIN - MCLAREN","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Senior"
"Pello Bilbao Lopez De Armentia",28,"Spain","BAHRAIN - MCLAREN","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Senior"
"Thibaut Pinot",29,"France","GROUPAMA - FDJ","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Senior"
"Romain Bardet",30,"France","AG2R LA MONDIALE","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Senior"
"Primoz Roglic",31,"Slovenia","TEAM JUMBO - VISMA","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Senior"
"Rigoberto Uran",32,"Colombia","EF PRO CYCLING","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Senior"
"Davide FORMOLO",33,"Italy","UAE TEAM EMIRATES","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Senior"
"Richie Porte",34,"Australia","TREK - SEGAFREDO","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Senior"
"Sebastien Reichenbach",35,"Switzerland","GROUPAMA - FDJ","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Senior"
"Luis Leon Sanchez",36,"Spain","ASTANA PRO TEAM","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92472222222222,37.7686276721755,23.4733546750625,"Senior"
"Gorka Izaguirre Insausti",37,"Spain","ASTANA PRO TEAM","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.92944444444444,37.7324467485631,23.4508680848745,"Senior"
"Michal Kwiatkowski",38,"Poland","INEOS GRENADIERS","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.94194444444444,37.63700747569,23.3915521912306,"Senior"
"Marc Soler",39,"Spain","MOVISTAR TEAM","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.94416666666667,37.6200910163492,23.3810385434116,"Senior"
"Domenico Pozzovivo",40,"Italy","NTT PRO CYCLING TEAM","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.94527777777778,37.6116384878953,23.3757852628311,"Senior"
"George Bennett",41,"New Zealand","TEAM JUMBO - VISMA","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.94527777777778,37.6116384878953,23.3757852628311,"Senior"
"Fabio Aru",42,"Italy","UAE TEAM EMIRATES","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.96,37.5,23.3064014916097,"Senior"
"Rudy Molard",43,"France","GROUPAMA - FDJ","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.96,37.5,23.3064014916097,"Senior"
"Valentin MADOUAS",44,"France","GROUPAMA - FDJ","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.96,37.5,23.3064014916097,"Young"
"Sepp KUSS",45,"United States","TEAM JUMBO - VISMA","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.96,37.5,23.3064014916097,"Senior"
"Wout Van Aert",46,"Belgium","TEAM JUMBO - VISMA","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.96,37.5,23.3064014916097,"Senior"
"Hugh John CARTHY",47,"England","EF PRO CYCLING","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.98472222222222,37.3140150459738,23.1908110913448,"Senior"
"Daniel Felipe Martinez Poveda",48,"Colombia","EF PRO CYCLING","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.98472222222222,37.3140150459738,23.1908110913448,"Young"
"Alexis Vuillermoz",49,"France","AG2R LA MONDIALE","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.98472222222222,37.3140150459738,23.1908110913448,"Senior"
"Nicolas Edet",50,"France","COFIDIS","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.99777777777778,37.2165406847488,23.1302303820688,"Senior"
"Harold TEJADA CANACUE",51,"Colombia","ASTANA PRO TEAM","Stage 2","Nice Haut Pays","Nice","MOUNTAIN",186,4.99777777777778,37.2165406847488,23.1302303820688,"Young"
